'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:05.812',0.163,-0.425,-0.588,0.132,0.375,-0.506,-0.195,-0.443,-0.601,-0.544,-0.312,-0.092,-0.029,-0.205,0.409
'0:05.813',0.143,-0.463,-0.606,0.160,0.375,-0.534,-0.171,-0.446,-0.633,-0.577,-0.345,-0.120,-0.053,-0.225,0.425
'0:05.814',0.137,-0.486,-0.624,0.174,0.381,-0.555,-0.135,-0.440,-0.653,-0.596,-0.369,-0.140,-0.077,-0.248,0.430
'0:05.815',0.123,-0.529,-0.652,0.203,0.388,-0.591,-0.110,-0.436,-0.685,-0.627,-0.403,-0.167,-0.098,-0.269,0.445
'0:05.816',0.092,-0.583,-0.674,0.245,0.384,-0.628,-0.073,-0.413,-0.716,-0.664,-0.441,-0.203,-0.121,-0.306,0.472
'0:05.817',0.072,-0.612,-0.684,0.270,0.379,-0.648,-0.050,-0.400,-0.744,-0.691,-0.466,-0.224,-0.137,-0.327,0.477
'0:05.818',0.043,-0.618,-0.660,0.287,0.352,-0.639,-0.025,-0.383,-0.760,-0.700,-0.468,-0.221,-0.147,-0.330,0.479
'0:05.819',0.043,-0.607,-0.650,0.282,0.346,-0.628,0.005,-0.360,-0.768,-0.706,-0.469,-0.224,-0.160,-0.322,0.480
'0:05.820',0.038,-0.620,-0.657,0.291,0.348,-0.639,0.033,-0.346,-0.786,-0.728,-0.493,-0.249,-0.180,-0.326,0.478
'0:05.821',0.022,-0.626,-0.648,0.301,0.336,-0.637,0.060,-0.327,-0.784,-0.728,-0.505,-0.263,-0.197,-0.322,0.466
'0:05.822',0.042,-0.631,-0.673,0.295,0.358,-0.653,0.069,-0.322,-0.785,-0.728,-0.513,-0.281,-0.209,-0.307,0.444
'0:05.823',0.019,-0.620,-0.639,0.300,0.330,-0.629,0.102,-0.289,-0.759,-0.706,-0.500,-0.278,-0.216,-0.287,0.419
'0:05.824',-0.019,-0.587,-0.569,0.303,0.275,-0.578,0.146,-0.253,-0.722,-0.671,-0.475,-0.261,-0.227,-0.255,0.392
'0:05.825',-0.022,-0.566,-0.543,0.293,0.261,-0.555,0.179,-0.231,-0.705,-0.658,-0.468,-0.262,-0.238,-0.244,0.374
'0:05.826',-0.037,-0.557,-0.520,0.297,0.242,-0.539,0.214,-0.202,-0.689,-0.646,-0.461,-0.260,-0.244,-0.230,0.362
'0:05.827',-0.062,-0.559,-0.497,0.311,0.217,-0.528,0.240,-0.180,-0.676,-0.638,-0.456,-0.266,-0.257,-0.203,0.345
'0:05.828',-0.079,-0.542,-0.464,0.310,0.193,-0.503,0.283,-0.134,-0.639,-0.611,-0.445,-0.263,-0.266,-0.182,0.320
'0:05.829',-0.102,-0.524,-0.422,0.313,0.161,-0.473,0.330,-0.092,-0.595,-0.576,-0.426,-0.253,-0.270,-0.163,0.285
'0:05.830',-0.116,-0.492,-0.377,0.304,0.131,-0.435,0.376,-0.060,-0.550,-0.538,-0.398,-0.237,-0.270,-0.132,0.241
'0:05.831',-0.151,-0.470,-0.319,0.311,0.085,-0.395,0.436,-0.015,-0.498,-0.495,-0.370,-0.224,-0.271,-0.091,0.191
'0:05.832',-0.191,-0.462,-0.271,0.326,0.041,-0.366,0.488,0.014,-0.465,-0.465,-0.353,-0.218,-0.280,-0.058,0.146
'0:05.833',-0.220,-0.445,-0.225,0.332,0.003,-0.335,0.535,0.033,-0.456,-0.448,-0.341,-0.214,-0.295,-0.041,0.117
'0:05.834',-0.251,-0.443,-0.192,0.346,-0.029,-0.318,0.590,0.069,-0.445,-0.435,-0.329,-0.207,-0.303,-0.042,0.100
'0:05.835',-0.262,-0.440,-0.178,0.351,-0.042,-0.309,0.646,0.112,-0.422,-0.419,-0.321,-0.205,-0.306,-0.032,0.074
'0:05.836',-0.277,-0.443,-0.166,0.359,-0.055,-0.304,0.693,0.141,-0.413,-0.413,-0.317,-0.211,-0.315,-0.024,0.056
'0:05.837',-0.295,-0.440,-0.144,0.368,-0.076,-0.292,0.739,0.161,-0.412,-0.408,-0.311,-0.208,-0.325,-0.013,0.037
'0:05.838',-0.324,-0.436,-0.113,0.381,-0.105,-0.275,0.799,0.186,-0.406,-0.401,-0.303,-0.205,-0.335,-0.011,0.017
'0:05.839',-0.346,-0.452,-0.105,0.399,-0.120,-0.279,0.844,0.204,-0.408,-0.400,-0.299,-0.208,-0.342,-0.020,0.009
'0:05.840',-0.357,-0.453,-0.096,0.405,-0.131,-0.275,0.864,0.206,-0.411,-0.394,-0.291,-0.205,-0.341,-0.013,-0.001
'0:05.841',-0.377,-0.451,-0.073,0.413,-0.151,-0.263,0.906,0.223,-0.398,-0.379,-0.280,-0.201,-0.344,-0.021,-0.017
'0:05.842',-0.408,-0.451,-0.043,0.428,-0.182,-0.246,0.930,0.220,-0.392,-0.366,-0.265,-0.194,-0.350,-0.018,-0.034
'0:05.843',-0.431,-0.431,0.001,0.430,-0.215,-0.215,0.934,0.200,-0.391,-0.348,-0.243,-0.180,-0.351,0.003,-0.053
'0:05.844',-0.439,-0.412,0.026,0.425,-0.232,-0.194,0.943,0.183,-0.391,-0.335,-0.230,-0.172,-0.352,0.018,-0.079
'0:05.845',-0.452,-0.389,0.063,0.419,-0.257,-0.163,0.932,0.163,-0.387,-0.318,-0.212,-0.159,-0.351,0.039,-0.105
'0:05.846',-0.473,-0.379,0.095,0.425,-0.284,-0.142,0.953,0.154,-0.379,-0.301,-0.197,-0.151,-0.356,0.051,-0.129
'0:05.847',-0.488,-0.374,0.114,0.430,-0.300,-0.131,0.965,0.145,-0.371,-0.287,-0.183,-0.147,-0.361,0.059,-0.152
'0:05.848',-0.503,-0.362,0.142,0.432,-0.323,-0.110,0.980,0.138,-0.353,-0.266,-0.167,-0.134,-0.358,0.070,-0.171
'0:05.849',-0.516,-0.359,0.157,0.437,-0.336,-0.102,1.020,0.136,-0.344,-0.256,-0.161,-0.131,-0.359,0.066,-0.191
'0:05.850',-0.528,-0.354,0.174,0.441,-0.351,-0.090,1.044,0.124,-0.342,-0.245,-0.149,-0.128,-0.360,0.074,-0.206
'0:05.851',-0.544,-0.351,0.194,0.448,-0.368,-0.079,1.071,0.114,-0.334,-0.235,-0.141,-0.120,-0.362,0.085,-0.225
'0:05.852',-0.548,-0.339,0.209,0.443,-0.378,-0.065,1.093,0.111,-0.325,-0.222,-0.130,-0.115,-0.360,0.095,-0.244
'0:05.853',-0.556,-0.328,0.229,0.442,-0.393,-0.050,1.109,0.100,-0.322,-0.213,-0.119,-0.107,-0.362,0.102,-0.256
'0:05.854',-0.566,-0.331,0.234,0.448,-0.400,-0.049,1.131,0.088,-0.327,-0.211,-0.117,-0.106,-0.368,0.101,-0.266
'0:05.855',-0.570,-0.331,0.239,0.450,-0.404,-0.046,1.151,0.078,-0.338,-0.211,-0.114,-0.105,-0.373,0.102,-0.272
'0:05.856',-0.586,-0.341,0.245,0.463,-0.415,-0.048,1.150,0.059,-0.354,-0.220,-0.116,-0.110,-0.380,0.098,-0.272
'0:05.857',-0.593,-0.357,0.236,0.474,-0.414,-0.060,1.135,0.044,-0.365,-0.227,-0.120,-0.117,-0.376,0.092,-0.265
'0:05.858',-0.581,-0.355,0.225,0.468,-0.403,-0.066,1.114,0.030,-0.376,-0.233,-0.119,-0.114,-0.363,0.090,-0.246
'0:05.859',-0.568,-0.354,0.214,0.461,-0.391,-0.070,1.093,0.022,-0.382,-0.234,-0.117,-0.108,-0.351,0.084,-0.231
'0:05.860',-0.563,-0.361,0.201,0.462,-0.382,-0.081,1.077,0.022,-0.387,-0.235,-0.118,-0.108,-0.343,0.066,-0.218
'0:05.861',-0.545,-0.355,0.190,0.450,-0.367,-0.084,1.048,0.023,-0.384,-0.230,-0.114,-0.102,-0.331,0.059,-0.204
'0:05.862',-0.527,-0.347,0.180,0.437,-0.353,-0.084,0.998,0.013,-0.385,-0.226,-0.111,-0.097,-0.320,0.061,-0.191
'0:05.863',-0.506,-0.336,0.170,0.420,-0.338,-0.083,0.927,0.004,-0.384,-0.223,-0.103,-0.090,-0.307,0.052,-0.173
'0:05.864',-0.484,-0.323,0.162,0.403,-0.323,-0.081,0.848,0.003,-0.374,-0.211,-0.094,-0.082,-0.285,0.052,-0.154
'0:05.865',-0.480,-0.317,0.163,0.399,-0.322,-0.077,0.764,-0.014,-0.369,-0.204,-0.088,-0.075,-0.270,0.066,-0.139
'0:05.866',-0.454,-0.294,0.160,0.373,-0.306,-0.068,0.697,-0.025,-0.360,-0.191,-0.073,-0.061,-0.255,0.060,-0.126
'0:05.867',-0.453,-0.294,0.159,0.373,-0.305,-0.068,0.623,-0.043,-0.358,-0.183,-0.069,-0.057,-0.240,0.056,-0.115
'0:05.868',-0.441,-0.284,0.157,0.362,-0.298,-0.064,0.544,-0.063,-0.354,-0.177,-0.063,-0.052,-0.227,0.071,-0.105
'0:05.869',-0.402,-0.257,0.145,0.330,-0.274,-0.056,0.480,-0.071,-0.341,-0.164,-0.053,-0.043,-0.211,0.076,-0.097
'0:05.870',-0.396,-0.250,0.145,0.323,-0.271,-0.052,0.421,-0.083,-0.332,-0.153,-0.045,-0.037,-0.200,0.081,-0.084
'0:05.871',-0.378,-0.237,0.141,0.307,-0.259,-0.049,0.368,-0.089,-0.321,-0.141,-0.034,-0.026,-0.184,0.085,-0.078
'0:05.872',-0.358,-0.216,0.141,0.287,-0.249,-0.037,0.326,-0.089,-0.300,-0.123,-0.021,-0.013,-0.171,0.089,-0.082
'0:05.873',-0.331,-0.191,0.140,0.261,-0.235,-0.026,0.283,-0.092,-0.280,-0.104,-0.006,-0.002,-0.158,0.091,-0.080
'0:05.874',-0.312,-0.180,0.132,0.246,-0.222,-0.025,0.236,-0.102,-0.266,-0.088,0.004,0.005,-0.146,0.090,-0.081
'0:05.875',-0.320,-0.184,0.136,0.252,-0.227,-0.025,0.188,-0.121,-0.255,-0.079,0.011,0.009,-0.140,0.093,-0.083
'0:05.876',-0.320,-0.173,0.146,0.246,-0.233,-0.013,0.145,-0.136,-0.244,-0.069,0.021,0.018,-0.129,0.100,-0.078
'0:05.877',-0.311,-0.155,0.155,0.234,-0.233,-0.001,0.111,-0.143,-0.226,-0.051,0.036,0.035,-0.115,0.105,-0.073
'0:05.878',-0.291,-0.157,0.134,0.224,-0.212,-0.011,0.060,-0.165,-0.226,-0.048,0.036,0.035,-0.102,0.106,-0.072
'0:05.879',-0.253,-0.143,0.110,0.198,-0.181,-0.017,0.030,-0.181,-0.224,-0.044,0.038,0.035,-0.092,0.111,-0.070
'0:05.880',-0.227,-0.122,0.104,0.174,-0.166,-0.009,0.009,-0.190,-0.211,-0.033,0.047,0.043,-0.084,0.114,-0.066
'0:05.881',-0.221,-0.124,0.097,0.172,-0.159,-0.014,-0.021,-0.201,-0.206,-0.028,0.049,0.043,-0.079,0.106,-0.065
'0:05.882',-0.253,-0.137,0.116,0.195,-0.184,-0.011,-0.031,-0.204,-0.198,-0.021,0.056,0.051,-0.070,0.106,-0.061
'0:05.883',-0.246,-0.132,0.115,0.189,-0.180,-0.009,-0.043,-0.203,-0.190,-0.013,0.059,0.057,-0.065,0.107,-0.062
'0:05.884',-0.206,-0.116,0.090,0.161,-0.148,-0.013,-0.060,-0.211,-0.192,-0.014,0.058,0.050,-0.059,0.112,-0.061
'0:05.885',-0.196,-0.102,0.093,0.149,-0.144,-0.004,-0.069,-0.213,-0.188,-0.012,0.059,0.057,-0.051,0.114,-0.056
'0:05.886',-0.182,-0.078,0.105,0.130,-0.143,0.013,-0.059,-0.195,-0.167,0.008,0.075,0.074,-0.045,0.115,-0.057
'0:05.887',-0.214,-0.096,0.119,0.154,-0.167,0.011,-0.068,-0.196,-0.161,0.013,0.077,0.073,-0.041,0.118,-0.056
'0:05.888',-0.204,-0.106,0.098,0.155,-0.151,-0.004,-0.088,-0.210,-0.172,0.002,0.066,0.062,-0.038,0.114,-0.053
'0:05.889',-0.207,-0.117,0.090,0.163,-0.148,-0.014,-0.097,-0.217,-0.180,-0.004,0.059,0.056,-0.034,0.115,-0.049
'0:05.890',-0.231,-0.138,0.093,0.184,-0.162,-0.022,-0.104,-0.222,-0.183,-0.007,0.056,0.052,-0.030,0.105,-0.045
'0:05.891',-0.210,-0.121,0.089,0.166,-0.149,-0.016,-0.106,-0.218,-0.177,-0.005,0.061,0.055,-0.029,0.107,-0.044
'0:05.892',-0.213,-0.111,0.102,0.162,-0.158,-0.005,-0.106,-0.212,-0.171,0.002,0.069,0.062,-0.024,0.113,-0.043
'0:05.893',-0.201,-0.103,0.098,0.152,-0.149,-0.003,-0.112,-0.215,-0.173,0.001,0.067,0.062,-0.022,0.105,-0.042
'0:05.894',-0.204,-0.104,0.100,0.154,-0.151,-0.003,-0.114,-0.213,-0.169,0.005,0.071,0.065,-0.021,0.110,-0.040
'0:05.895',-0.195,-0.107,0.087,0.151,-0.141,-0.011,-0.119,-0.215,-0.168,0.007,0.072,0.064,-0.019,0.110,-0.040
'0:05.896',-0.171,-0.105,0.066,0.138,-0.118,-0.020,-0.130,-0.226,-0.176,-0.002,0.060,0.055,-0.019,0.108,-0.041
'0:05.897',-0.182,-0.111,0.071,0.146,-0.127,-0.020,-0.128,-0.225,-0.174,0.001,0.061,0.057,-0.018,0.101,-0.038
'0:05.898',-0.194,-0.112,0.082,0.152,-0.138,-0.015,-0.125,-0.221,-0.169,0.005,0.066,0.063,-0.016,0.103,-0.037
'0:05.899',-0.185,-0.108,0.077,0.147,-0.131,-0.015,-0.126,-0.221,-0.168,0.005,0.066,0.066,-0.013,0.108,-0.035
'0:05.900',-0.179,-0.107,0.072,0.143,-0.126,-0.018,-0.127,-0.221,-0.169,0.005,0.066,0.067,-0.013,0.105,-0.033
'0:05.901',-0.192,-0.106,0.085,0.149,-0.138,-0.011,-0.125,-0.216,-0.163,0.010,0.071,0.072,-0.013,0.106,-0.031
'0:05.902',-0.189,-0.112,0.076,0.150,-0.133,-0.018,-0.129,-0.221,-0.165,0.009,0.070,0.069,-0.013,0.103,-0.029
'0:05.903',-0.172,-0.117,0.055,0.144,-0.113,-0.032,-0.139,-0.228,-0.173,0.002,0.062,0.060,-0.014,0.107,-0.032
'0:05.904',-0.182,-0.120,0.062,0.151,-0.122,-0.029,-0.140,-0.228,-0.173,0.002,0.061,0.059,-0.015,0.110,-0.033
'0:05.905',-0.193,-0.117,0.075,0.154,-0.134,-0.021,-0.141,-0.228,-0.174,0.004,0.066,0.061,-0.013,0.105,-0.029
'0:05.906',-0.185,-0.106,0.080,0.146,-0.132,-0.013,-0.138,-0.221,-0.167,0.011,0.070,0.066,-0.011,0.102,-0.031
'0:05.907',-0.181,-0.100,0.082,0.141,-0.132,-0.009,-0.135,-0.220,-0.166,0.013,0.070,0.067,-0.013,0.105,-0.032
'0:05.908',-0.190,-0.106,0.083,0.148,-0.136,-0.012,-0.139,-0.225,-0.172,0.006,0.069,0.067,-0.012,0.110,-0.029
'0:05.909',-0.193,-0.111,0.082,0.151,-0.137,-0.015,-0.142,-0.224,-0.172,0.006,0.067,0.065,-0.012,0.113,-0.030
'0:05.910',-0.202,-0.117,0.084,0.160,-0.142,-0.017,-0.145,-0.227,-0.174,0.005,0.066,0.059,-0.013,0.113,-0.031
'0:05.911',-0.217,-0.130,0.087,0.173,-0.152,-0.021,-0.148,-0.232,-0.177,0.002,0.065,0.053,-0.015,0.102,-0.033
'0:05.912',-0.212,-0.125,0.087,0.169,-0.150,-0.019,-0.153,-0.231,-0.177,0.000,0.062,0.058,-0.011,0.103,-0.032
'0:05.913',-0.209,-0.120,0.089,0.165,-0.149,-0.016,-0.152,-0.230,-0.176,0.001,0.062,0.061,-0.007,0.104,-0.030
'0:05.914',-0.200,-0.117,0.084,0.159,-0.141,-0.017,-0.154,-0.227,-0.171,0.005,0.067,0.062,-0.007,0.103,-0.032
'0:05.915',-0.190,-0.115,0.074,0.152,-0.132,-0.021,-0.149,-0.228,-0.173,0.003,0.067,0.065,-0.009,0.113,-0.031
'0:05.916',-0.194,-0.113,0.082,0.153,-0.138,-0.015,-0.142,-0.227,-0.176,0.002,0.067,0.066,-0.011,0.111,-0.028
'0:05.917',-0.191,-0.107,0.084,0.149,-0.137,-0.012,-0.145,-0.222,-0.170,0.009,0.072,0.069,-0.009,0.105,-0.026
'0:05.918',-0.174,-0.105,0.069,0.140,-0.121,-0.018,-0.147,-0.225,-0.173,0.007,0.071,0.066,-0.010,0.112,-0.026
'0:05.919',-0.174,-0.110,0.065,0.142,-0.119,-0.023,-0.149,-0.226,-0.175,0.005,0.070,0.064,-0.011,0.111,-0.029
'0:05.920',-0.182,-0.120,0.062,0.151,-0.121,-0.029,-0.152,-0.229,-0.176,0.003,0.069,0.063,-0.009,0.101,-0.029
'0:05.921',-0.186,-0.124,0.062,0.155,-0.123,-0.031,-0.151,-0.229,-0.177,0.004,0.067,0.064,-0.004,0.093,-0.028
'0:05.922',-0.191,-0.126,0.065,0.159,-0.128,-0.030,-0.148,-0.229,-0.177,0.004,0.069,0.064,-0.005,0.097,-0.028
'0:05.923',-0.188,-0.121,0.067,0.155,-0.127,-0.028,-0.146,-0.228,-0.177,0.005,0.071,0.065,-0.005,0.100,-0.028
'0:05.924',-0.187,-0.119,0.069,0.153,-0.128,-0.025,-0.147,-0.224,-0.177,0.006,0.070,0.062,-0.009,0.095,-0.029
'0:05.925',-0.186,-0.116,0.070,0.151,-0.128,-0.023,-0.151,-0.227,-0.176,0.005,0.070,0.059,-0.011,0.097,-0.029
'0:05.926',-0.189,-0.116,0.072,0.152,-0.130,-0.022,-0.148,-0.226,-0.173,0.009,0.073,0.062,-0.011,0.096,-0.032
'0:05.927',-0.195,-0.120,0.075,0.157,-0.135,-0.022,-0.150,-0.227,-0.179,0.005,0.070,0.061,-0.013,0.102,-0.030
'0:05.928',-0.205,-0.123,0.082,0.164,-0.143,-0.021,-0.151,-0.230,-0.179,0.003,0.068,0.059,-0.011,0.100,-0.025
'0:05.929',-0.209,-0.126,0.084,0.168,-0.147,-0.021,-0.150,-0.228,-0.181,0.003,0.068,0.057,-0.011,0.096,-0.025
'0:05.930',-0.204,-0.119,0.085,0.162,-0.144,-0.018,-0.152,-0.228,-0.179,0.004,0.070,0.061,-0.010,0.103,-0.025
'0:05.931',-0.204,-0.119,0.085,0.162,-0.144,-0.018,-0.153,-0.229,-0.177,0.004,0.070,0.061,-0.008,0.102,-0.025
'0:05.932',-0.205,-0.119,0.086,0.162,-0.145,-0.017,-0.153,-0.229,-0.181,0.001,0.067,0.058,-0.006,0.109,-0.025
'0:05.933',-0.208,-0.121,0.087,0.165,-0.147,-0.018,-0.157,-0.228,-0.178,0.004,0.068,0.057,-0.005,0.110,-0.026
'0:05.934',-0.205,-0.128,0.077,0.167,-0.141,-0.025,-0.157,-0.230,-0.179,0.003,0.068,0.058,-0.006,0.101,-0.024
'0:05.935',-0.202,-0.131,0.071,0.167,-0.137,-0.030,-0.152,-0.228,-0.182,-0.001,0.068,0.061,-0.006,0.095,-0.023
'0:05.936',-0.203,-0.129,0.075,0.167,-0.139,-0.027,-0.155,-0.230,-0.180,-0.001,0.068,0.060,-0.009,0.096,-0.025
'0:05.937',-0.198,-0.128,0.070,0.163,-0.134,-0.029,-0.161,-0.231,-0.177,0.002,0.068,0.059,-0.005,0.096,-0.018
'0:05.938',-0.198,-0.136,0.062,0.167,-0.130,-0.036,-0.161,-0.229,-0.180,-0.001,0.067,0.057,-0.002,0.089,-0.018
'0:05.939',-0.200,-0.138,0.062,0.169,-0.131,-0.038,-0.160,-0.231,-0.180,0.000,0.065,0.054,-0.006,0.093,-0.023
'0:05.940',-0.193,-0.136,0.058,0.165,-0.125,-0.039,-0.160,-0.228,-0.177,0.003,0.066,0.052,-0.007,0.089,-0.022
'0:05.941',-0.189,-0.133,0.055,0.161,-0.121,-0.039,-0.158,-0.226,-0.177,-0.001,0.067,0.054,-0.007,0.089,-0.021
'0:05.942',-0.207,-0.146,0.060,0.176,-0.134,-0.043,-0.158,-0.229,-0.177,-0.002,0.065,0.051,-0.007,0.093,-0.020
'0:05.943',-0.207,-0.148,0.059,0.177,-0.133,-0.045,-0.158,-0.226,-0.175,-0.002,0.064,0.051,-0.009,0.090,-0.022
'0:05.944',-0.205,-0.141,0.064,0.173,-0.134,-0.039,-0.158,-0.224,-0.175,-0.001,0.065,0.051,-0.010,0.088,-0.018
'0:05.945',-0.206,-0.141,0.065,0.174,-0.136,-0.038,-0.160,-0.227,-0.178,-0.004,0.060,0.048,-0.010,0.090,-0.019
'0:05.946',-0.174,-0.117,0.058,0.146,-0.116,-0.029,-0.154,-0.219,-0.170,0.002,0.064,0.054,-0.009,0.086,-0.022
'0:05.947',-0.184,-0.118,0.067,0.151,-0.125,-0.026,-0.155,-0.217,-0.170,0.003,0.064,0.053,-0.011,0.086,-0.021
'0:05.948',-0.213,-0.141,0.072,0.176,-0.142,-0.035,-0.158,-0.225,-0.178,-0.007,0.054,0.044,-0.013,0.098,-0.021
'0:05.949',-0.221,-0.146,0.075,0.184,-0.148,-0.036,-0.161,-0.224,-0.175,-0.006,0.054,0.044,-0.011,0.095,-0.019
'0:05.950',-0.216,-0.144,0.072,0.180,-0.144,-0.036,-0.160,-0.223,-0.173,-0.007,0.053,0.044,-0.011,0.096,-0.017
'0:05.951',-0.224,-0.142,0.082,0.183,-0.153,-0.030,-0.151,-0.218,-0.168,-0.002,0.058,0.050,-0.011,0.097,-0.017
'0:05.952',-0.230,-0.133,0.097,0.181,-0.163,-0.018,-0.149,-0.208,-0.160,0.009,0.069,0.056,-0.011,0.095,-0.018
'0:05.953',-0.233,-0.135,0.099,0.183,-0.166,-0.018,-0.150,-0.208,-0.161,0.005,0.066,0.054,-0.013,0.095,-0.017
'0:05.954',-0.210,-0.122,0.087,0.166,-0.148,-0.018,-0.149,-0.202,-0.154,0.011,0.070,0.059,-0.013,0.089,-0.015
'0:05.955',-0.163,-0.106,0.056,0.135,-0.109,-0.025,-0.146,-0.199,-0.151,0.013,0.069,0.057,-0.013,0.082,-0.015
'0:05.956',-0.209,-0.152,0.057,0.181,-0.133,-0.049,-0.152,-0.211,-0.167,-0.004,0.053,0.039,-0.015,0.082,-0.017
'0:05.957',-0.240,-0.180,0.059,0.210,-0.149,-0.060,-0.166,-0.222,-0.175,-0.013,0.045,0.033,-0.017,0.080,-0.015
'0:05.958',-0.222,-0.176,0.046,0.199,-0.134,-0.065,-0.167,-0.222,-0.175,-0.015,0.043,0.034,-0.015,0.082,-0.011
'0:05.959',-0.221,-0.170,0.051,0.195,-0.136,-0.059,-0.155,-0.213,-0.166,-0.007,0.050,0.041,-0.014,0.087,-0.011
'0:05.960',-0.177,-0.137,0.041,0.157,-0.109,-0.048,-0.146,-0.204,-0.156,0.003,0.058,0.049,-0.015,0.080,-0.011
'0:05.961',-0.173,-0.137,0.036,0.155,-0.104,-0.051,-0.148,-0.206,-0.159,0.000,0.054,0.046,-0.015,0.080,-0.010
'0:05.962',-0.208,-0.168,0.041,0.188,-0.124,-0.064,-0.157,-0.211,-0.163,-0.005,0.048,0.038,-0.015,0.074,-0.011
'0:05.963',-0.217,-0.172,0.044,0.195,-0.131,-0.064,-0.156,-0.209,-0.161,-0.004,0.048,0.037,-0.015,0.071,-0.013
'0:05.964',-0.211,-0.172,0.038,0.192,-0.124,-0.067,-0.157,-0.213,-0.167,-0.009,0.043,0.034,-0.014,0.076,-0.014
'0:05.965',-0.197,-0.168,0.029,0.182,-0.113,-0.070,-0.162,-0.218,-0.172,-0.017,0.038,0.033,-0.011,0.077,-0.011
'0:05.966',-0.202,-0.169,0.033,0.185,-0.117,-0.069,-0.163,-0.214,-0.170,-0.013,0.038,0.035,-0.011,0.081,-0.010
'0:05.967',-0.200,-0.170,0.029,0.185,-0.114,-0.070,-0.162,-0.213,-0.168,-0.013,0.036,0.032,-0.011,0.079,-0.010
'0:05.968',-0.198,-0.164,0.034,0.181,-0.116,-0.066,-0.160,-0.209,-0.166,-0.011,0.037,0.032,-0.013,0.071,-0.011
'0:05.969',-0.204,-0.167,0.038,0.185,-0.121,-0.065,-0.159,-0.209,-0.166,-0.015,0.035,0.028,-0.015,0.070,-0.009
'0:05.970',-0.205,-0.165,0.041,0.185,-0.122,-0.062,-0.159,-0.209,-0.165,-0.018,0.034,0.028,-0.013,0.074,-0.004
'0:05.971',-0.206,-0.162,0.044,0.184,-0.125,-0.059,-0.155,-0.203,-0.158,-0.007,0.038,0.028,-0.013,0.066,-0.004
'0:05.972',-0.203,-0.164,0.038,0.183,-0.120,-0.063,-0.156,-0.204,-0.158,-0.009,0.034,0.022,-0.013,0.062,-0.006
'0:05.973',-0.208,-0.170,0.039,0.189,-0.123,-0.066,-0.158,-0.204,-0.157,-0.010,0.032,0.019,-0.015,0.068,-0.005
'0:05.974',-0.213,-0.181,0.032,0.197,-0.122,-0.075,-0.159,-0.203,-0.158,-0.011,0.034,0.018,-0.017,0.064,-0.007
'0:05.975',-0.209,-0.188,0.022,0.199,-0.116,-0.083,-0.161,-0.202,-0.159,-0.013,0.032,0.018,-0.015,0.059,-0.006
'0:05.976',-0.204,-0.181,0.023,0.193,-0.114,-0.080,-0.157,-0.194,-0.150,-0.011,0.030,0.022,-0.013,0.052,-0.005
'0:05.977',-0.197,-0.181,0.016,0.189,-0.106,-0.083,-0.160,-0.194,-0.154,-0.014,0.025,0.021,-0.011,0.052,-0.005
'0:05.978',-0.200,-0.187,0.013,0.194,-0.105,-0.087,-0.160,-0.192,-0.149,-0.012,0.026,0.020,-0.011,0.043,-0.003
'0:05.979',-0.201,-0.192,0.009,0.196,-0.104,-0.092,-0.155,-0.186,-0.144,-0.008,0.028,0.021,-0.013,0.036,-0.004
'0:05.980',-0.192,-0.192,0.000,0.192,-0.096,-0.096,-0.159,-0.186,-0.146,-0.009,0.025,0.019,-0.011,0.040,-0.001
'0:05.981',-0.188,-0.193,-0.006,0.191,-0.090,-0.100,-0.154,-0.180,-0.141,-0.007,0.025,0.019,-0.009,0.041,0.000
'0:05.982',-0.196,-0.203,-0.007,0.200,-0.094,-0.105,-0.152,-0.180,-0.140,-0.007,0.020,0.016,-0.012,0.041,0.002
'0:05.983',-0.195,-0.204,-0.010,0.199,-0.092,-0.107,-0.155,-0.176,-0.135,-0.007,0.021,0.018,-0.011,0.040,0.001
'0:05.984',-0.190,-0.200,-0.011,0.195,-0.089,-0.105,-0.155,-0.172,-0.131,-0.006,0.021,0.019,-0.007,0.036,0.001
'0:05.985',-0.195,-0.204,-0.009,0.200,-0.092,-0.107,-0.151,-0.174,-0.134,-0.010,0.015,0.015,-0.008,0.029,0.004
'0:05.986',-0.192,-0.203,-0.013,0.198,-0.089,-0.108,-0.148,-0.170,-0.130,-0.010,0.015,0.015,-0.009,0.021,0.005
'0:05.987',-0.178,-0.198,-0.019,0.188,-0.080,-0.108,-0.149,-0.165,-0.122,-0.005,0.016,0.013,-0.007,0.027,0.005
'0:05.988',-0.169,-0.196,-0.027,0.182,-0.070,-0.112,-0.149,-0.163,-0.119,-0.006,0.013,0.012,-0.005,0.029,0.004
'0:05.989',-0.171,-0.198,-0.026,0.184,-0.072,-0.113,-0.148,-0.159,-0.116,-0.006,0.010,0.009,-0.006,0.017,0.005
'0:05.990',-0.181,-0.201,-0.020,0.191,-0.081,-0.111,-0.147,-0.153,-0.112,-0.004,0.010,0.009,-0.006,0.019,0.008
'0:05.991',-0.196,-0.207,-0.011,0.201,-0.091,-0.110,-0.146,-0.152,-0.111,-0.004,0.008,0.007,-0.007,0.028,0.010
'0:05.992',-0.206,-0.221,-0.015,0.213,-0.095,-0.118,-0.148,-0.151,-0.112,-0.009,0.001,0.000,-0.009,0.024,0.011
